num_round,Leader_P,Follower_P,Leader_Q,Follower_Q,Leader_R,Follower_R
NA,NA,NA,NA,NA,NA,NA
3,74.52237991,74.75545528,586.3438865,0,-1.12E+41,8.28E+40
4,63.83751525,64.07050385,514.036989,0,-2.57E+36,1.91E+36
5,53.13347956,53.36635375,441.7438947,0,-5.77E+31,4.32E+31
29.5,29.5,29.5,29.5,29.5,29.5,29.5
1,95.85078315,96.08398139,730.9874361,0,-2.06E+50,1.54E+50
2,85.19245777,85.4256012,658.6614304,0,-4.84E+45,3.63E+45
3,74.52237991,74.75545528,586.3438865,0,-1.12E+41,8.49E+40
4,63.83751525,64.07050385,514.036989,0,-2.57E+36,1.96E+36
5,53.13347956,53.36635375,441.7438947,0,-5.77E+31,4.43E+31
30,30,30,30,30,30,30
1,95.85078315,96.08398139,730.9874361,0,-2.06E+50,1.57E+50
2,85.19245777,85.4256012,658.6614304,0,-4.84E+45,3.71E+45
3,74.52237991,74.75545528,586.3438865,0,-1.12E+41,8.70E+40
4,63.83751525,64.07050385,514.036989,0,-2.57E+36,2.00E+36
5,53.13347956,53.36635375,441.7438947,0,-5.77E+31,4.52E+31
30.5,30.5,30.5,30.5,30.5,30.5,30.5
1,95.85078315,96.08398139,730.9874361,0,-2.06E+50,1.60E+50
2,85.19245777,85.4256012,658.6614304,0,-4.84E+45,3.79E+45
3,74.52237991,74.75545528,586.3438865,0,-1.12E+41,8.88E+40
4,63.83751525,64.07050385,514.036989,0,-2.57E+36,2.05E+36
5,53.13347956,53.36635375,441.7438947,0,-5.77E+31,4.62E+31
31,31,31,31,31,31,31
1,95.85078315,96.08398139,730.9874361,0,-2.06E+50,1.64E+50
2,85.19245777,85.4256012,658.6614304,0,-4.84E+45,3.88E+45
3,74.52237991,74.75545528,586.3438865,0,-1.12E+41,9.08E+40
4,63.83751525,64.07050385,514.036989,0,-2.57E+36,2.09E+36
5,53.13347956,53.36635375,441.7438947,0,-5.77E+31,4.72E+31
31.5,31.5,31.5,31.5,31.5,31.5,31.5
1,95.85078315,96.08398139,730.9874361,0,-2.06E+50,1.67E+50
2,85.19245777,85.4256012,658.6614304,0,-4.84E+45,3.96E+45
